# time,x(N),y(E),z(D),psi
3.784574926774590065e+00,-2.162636555047159792e+00,-2.729069413784989795e+00,-3.556088366185360172e+00,-7.296293209321139672e-01
3.833963194314749856e+00,-2.090690241565429819e+00,-2.758499218552150190e+00,-3.611806893787569805e+00,-7.297977926439079832e-01
3.883351461854899878e+00,-2.013106005449320168e+00,-2.786728186804690033e+00,-3.662920574073570190e+00,-7.303236390248549759e-01
3.932739729395049899e+00,-1.930135394110020108e+00,-2.813751957437189866e+00,-3.709707139237960138e+00,-7.312386454079370379e-01
3.982127996935210135e+00,-1.842040478517990021e+00,-2.839570536664929978e+00,-3.752424968683389928e+00,-7.325365399371229769e-01
4.031516264475359712e+00,-1.749090837429700063e+00,-2.864181587133459939e+00,-3.791313789545780022e+00,-7.342089852878920242e-01
4.080904532015510178e+00,-1.651563854424449973e+00,-2.887583566400630186e+00,-3.826594229878249820e+00,-7.362357260497359723e-01
4.130292799555659755e+00,-1.549743002351259946e+00,-2.909772400951410098e+00,-3.858468131469829920e+00,-7.385982426154510394e-01
4.179681067095819991e+00,-1.443917503006159953e+00,-2.930742513052590148e+00,-3.887118492299650008e+00,-7.412745045101549746e-01
4.229069334635969568e+00,-1.334381176019010073e+00,-2.950485087433500020e+00,-3.912709674877429933e+00,-7.442441863134729996e-01
4.278457602176120034e+00,-1.221431852333660029e+00,-2.968988202833390044e+00,-3.935387531906330061e+00,-7.474862416684440181e-01
4.327845869716269611e+00,-1.105370488526479900e+00,-2.986235847995169834e+00,-3.955279620079629854e+00,-7.509808488091419543e-01
4.377234137256429847e+00,-9.865005181086869968e-01,-3.002207713872889983e+00,-3.972495422140529975e+00,-7.547083860643329922e-01
4.426622404796580312e+00,-8.651271160680530370e-01,-3.016878575415089969e+00,-3.987126596122569921e+00,-7.586501100152690524e-01
4.476010672336729890e+00,-7.415565751004410400e-01,-3.030217991497570207e+00,-3.999247248772709984e+00,-7.627877510153949769e-01
4.525398939876880355e+00,-6.160956811964970470e-01,-3.042189881697550113e+00,-4.008914213020720041e+00,-7.671037066807040450e-01
4.574787207417039703e+00,-4.890511566985830116e-01,-3.052752230610539907e+00,-4.016167342288650133e+00,-7.715807987392589995e-01
4.624175474957190168e+00,-3.607291611422129840e-01,-3.061857087394399990e+00,-4.021029825530730406e+00,-7.762085341852620335e-01
4.673563742497339746e+00,-2.314347663818550060e-01,-3.069450177255700130e+00,-4.023505306765779999e+00,-7.809356222976090445e-01
4.722952010037499981e+00,-1.014708705599350058e-01,-3.075464097039219968e+00,-4.023595106611529637e+00,-7.858530921913200462e-01
4.772340277577649559e+00,2.885920334078060159e-02,-3.079851607038269989e+00,-4.021244293149830007e+00,-7.907709643976820191e-01
4.821728545117800024e+00,1.592601485303569986e-01,-3.082507742787270022e+00,-4.016447921349589834e+00,-7.958466029798100250e-01
4.871116812657949602e+00,2.894331362249419892e-01,-3.083379679082140168e+00,-4.009111987215749906e+00,-8.010332737471800302e-01
4.920505080198109837e+00,4.190871707311619732e-01,-3.082374166192280107e+00,-3.999175911806749806e+00,-8.061614153235140412e-01
4.969893347738260303e+00,5.479371427558500374e-01,-3.079384875537710009e+00,-3.986548281449910025e+00,-8.115287206925400065e-01
5.019281615278409880e+00,6.756933183636320006e-01,-3.074345141597210063e+00,-3.971104567495430171e+00,-8.167080656839980080e-01
5.068669882818560346e+00,8.020865385172040174e-01,-3.067109855261839879e+00,-3.952739870145370205e+00,-8.221286998806159874e-01
5.118058150358719693e+00,9.268322938776030195e-01,-3.057618385081270151e+00,-3.931287563607139823e+00,-8.273322646983699569e-01
5.167446417898870159e+00,1.049675238353219964e+00,-3.045709251501369952e+00,-3.906613992879839792e+00,-8.327203990517589860e-01
5.216834685439019736e+00,1.170341135576709934e+00,-3.031314423506640043e+00,-3.878522378835130180e+00,-8.379031249001179793e-01
