# time,x(N),y(E),z(D),psi
0.000000000000000000e+00,-3.998139092626800146e-25,-7.009862486584910045e-25,-2.000000000000000000e+00,-1.066235769046450071e-24
1.319843435212230132e-01,-9.591976979025290454e-25,-5.718171073104359948e-24,-2.000000000000000000e+00,-2.133546454474440079e-24
2.639686870424470255e-01,5.916890957329289823e-05,6.829975296557730369e-05,-2.002839514208630156e+00,-1.681603851116119860e-02
3.959530305636699832e-01,5.533199167879679489e-04,6.092584824720370402e-04,-2.014019950252719848e+00,-4.365001807651420346e-02
5.279373740848940511e-01,2.375873162694960069e-03,2.503156123061769846e-03,-2.038528093321219981e+00,-7.467114643269009977e-02
6.599217176061169532e-01,6.673971202149370056e-03,6.697249827401949643e-03,-2.080596483062730151e+00,-1.081817288595040005e-01
7.919060611273409656e-01,1.464872822804679994e-02,1.394188643628140045e-02,-2.143561909822179867e+00,-1.435452525805269997e-01
9.238904046485639787e-01,2.731182755103140139e-02,2.458315109528280001e-02,-2.229809099596640198e+00,-1.803551806742700048e-01
1.055874748169790101e+00,4.525417960670859857e-02,3.846895197551469803e-02,-2.340772155347540018e+00,-2.175972933220280126e-01
1.187859091691009894e+00,6.847103539242130332e-02,5.496747603917429698e-02,-2.476966653449979905e+00,-2.545525345019680197e-01
1.319843435212229910e+00,9.626962301625770213e-02,7.305278195210150594e-02,-2.638034651030699784e+00,-2.908050461937760067e-01
1.451827778733459917e+00,1.272516061227670081e-01,9.142214324168139450e-02,-2.822794838519000038e+00,-3.260733501060120165e-01
1.583812122254679933e+00,1.593555408870120094e-01,1.086149925724610027e-01,-3.029298956044010005e+00,-3.601399645722109799e-01
1.715796465775909940e+00,1.899251680572320022e-01,1.231044045130000042e-01,-3.254896724048840007e+00,-3.928151354610460166e-01
1.847780809297129956e+00,2.157617824972160037e-01,1.333395901537569872e-01,-3.496304580695340114e+00,-4.239134398734760167e-01
1.979765152818349971e+00,2.331124182208680062e-01,1.377214964515330042e-01,-3.749657299808979882e+00,-4.532360337349209956e-01
2.111749496339580201e+00,2.375330450773049940e-01,1.344906450454990132e-01,-4.010487396292029771e+00,-4.805639164177080147e-01
2.243733839860800217e+00,2.235438835740390096e-01,1.214980133261930051e-01,-4.273496027785229856e+00,-5.057140384272640343e-01
2.375718183382019788e+00,1.839786271759339953e-01,9.583085372079229447e-02,-4.531764705234030188e+00,-5.289157479402040174e-01
2.507702526903250018e+00,1.090604662447279966e-01,5.336318244820310169e-02,-4.774464721359230168e+00,-5.527364260901329596e-01
2.639686870424470033e+00,-1.000000993155500048e-02,-1.000000976631540070e-02,-4.989999950157219644e+00,-5.081949609057260231e-01
2.700390869475659983e+00,-8.069294007172790606e-02,-4.704718246573579704e-02,-5.078840170154689915e+00,-4.995600957864970160e-01
2.761094868526860147e+00,-1.564561889602129885e-01,-8.675438101829879844e-02,-5.156056002642370295e+00,-4.924533123746819840e-01
2.821798867578059866e+00,-2.366684284803919902e-01,-1.289809207788240042e-01,-5.222479004375309763e+00,-4.866156769252880099e-01
2.882502866629249816e+00,-3.206259238585280058e-01,-1.735484276415980021e-01,-5.278835100365079747e+00,-4.820158278215970205e-01
2.943206865680449980e+00,-4.075907126610510134e-01,-2.202584119616559921e-01,-5.325744416179950314e+00,-4.784967946315319964e-01
3.003910864731639929e+00,-4.967733002278270082e-01,-2.688899857627259915e-01,-5.363720133047490179e+00,-4.759967305217400191e-01
3.064614863782840093e+00,-5.873548790550070509e-01,-3.192078631540279932e-01,-5.393165126210069715e+00,-4.744070889466189822e-01
3.125318862834039813e+00,-6.784860655563600407e-01,-3.709646772278930027e-01,-5.414372566279640253e+00,-4.736597969392700169e-01
3.186022861885230206e+00,-7.693004047149299973e-01,-4.239065808513989841e-01,-5.427503658831890121e+00,-4.736770706123349939e-01
3.246726860936429926e+00,-8.589121701506270412e-01,-4.777824322958589831e-01,-5.432683684825219572e+00,-4.742715902005100181e-01
3.307430859987619876e+00,-9.464386243737480386e-01,-5.323216339192410329e-01,-5.429795343629380433e+00,-4.757294390058839917e-01
3.368134859038820039e+00,-1.031007375141359983e+00,-5.872600762173819655e-01,-5.418688663310150311e+00,-4.774669777500999968e-01
3.428838858090009989e+00,-1.111747078533320110e+00,-6.423663198267669516e-01,-5.399117867703160378e+00,-4.798158495277299873e-01
